Nr.	Hoedanigheid	Rood	Categorie GD	Level_2	Cat_1_nieuw	Cat_2_nieuw	Categorie_RS_1	Categorie_RS_2	Comment_JO	Comment_RS	Categorie NG	Patterns	tags																
104	kanselier		Politiek & bestuur	landelijk	Politiek & Bestuur		Politiek & Bestuur				kw_beroep, kw_rest	\b[khc]+an[tzs]+e?l\w*, \b[chk]+an[scz]e?l+i?e?r\w*, \b[kc]an[scz]el\w*, \b[kc]an[cs]e?l\w*rs?\b	"""Cancelier"";""Vice Cancelier"";""Canceler"""																
313	kapelaan		Godsdienst		Religie		Religie				kw_rest	[kc]apell?aan\w*	"""1sCapellaan"";""Kapellaan"""																
496	kaper		Beroep		Landbouw, Scheepvaart & Visserij		Landbouw, Scheepvaart & Visserij				kw_beroep, kw_rest	\b[ck]a+pe[rn]s?\b, [ck]aper	"""Capen"";""Caper"";""Capers"""																
187	kapitein		Beroep, Krijgsmacht	Marine	Landbouw, Scheepvaart & Visserij	Leger & milities	Landbouw, Scheepvaart & Visserij	Krijgsmacht			kw_beroep	[kc]ap[in]\w*, \w*apitein, \b[kc]\wp+i?tein\w*	"""Capiteyn"";""Capn"";""Capitein"""																
309	kapucyn		Godsdienst		Religie		Religie				kw_rest	\b[kc]apu\w*	"""Capueyn"";""Capueynen"";""Capueyner"""																
307	kardinaal		Godsdienst		Religie		Religie				kw_kerk	\b[kc]ardin\w*	"""Cardinael"";""Heere Cardinaal"";""Cardinaal"""																
483	kastelein		Beroep		Handel, Nijverheid & Kunst		Handel, Nijverheid & Kunst				kw_kerk	\b[kc]astel+[ijye]\w*n\w*	"""Casteleijn"";""Burger en Castelein in het Logement genaamt het Zwynshooft te Venlo"";""Castelein"""																
797	kastiliaan	castiliiaan	Geografie		Geografie		Geografie				kw_kerk	\b[kc]astil+[ia]+n\w*	"""Castiliaensche slaven"";""Castilianen"""																
303	katholiek		Godsdienst		Religie		Religie				kw_rest	\b[kc]atholi\w*	"""papisten"";""Papen"";""papen"""																
796	katholiek romeinen van de kanton	roomskatholieken	Godsdienst		Religie		Religie				kw_rest	\b[kc]atholi\w*	"""Catholique Romains de ce Canton"""																
795	kavelhouder		Beroep		Status & relaties		(Juridische) status en Rechtspraak		S&R	GD: zie ook discussie op slack	kw_beroep	\b[kc][ae]+[fv]+el+hou\w*	"""Caeffelhouder tot Breda"""																
581	keizer		Adel & vorstenhuizen		Adel & Vorsten		Adel & Vorsten			waarom tweemaal?	kw_edelen	\bke.zer\b, \bkei[sz].{0,3}\b, \bkei.{0,2}er\b	"""sijne Keyserlijcke Majesteyt"";""den Keyser"";""keijser"""																
793	keizer		Adel & vorstenhuizen		Adel & Vorsten		Adel & Vorsten				kw_edelen	\bke.zer\b, \bkei[sz].{0,3}\b, \bkei.{0,2}er\b	"""haare Majesteit de Keize= =rinne van geheel Rusland"";""haare Majesteit de Keize =rinne van geheel Rusland"";""haare Majesteit de Keize rinne van geheel Rusland"""																
570	keizerin		Adel & vorstenhuizen		Adel & Vorsten		Adel & Vorsten				kw_edelen	\bkeizerin\w*	"""haare Majesteyt de Keyserinne van geheel Rusland"";""haare Majesteit de Keyserinne van geheel Rusland"";""Keyserinne van geheel Ruslandt"""																
561	keizerlijke en katholieke majesteit		Adel & vorstenhuizen		Adel & Vorsten		Adel & Vorsten				kw_edelen, kw_rest	\w+[ae]i[sz]er\w*.*maj\w*, \bkei.*[ck]ath.*maj\w*, \bkei.*[ck]ath.*, \bkei\w* *en *kath\w* *m\w*, ma[ij]es.{1,2}e.{1,2}t, \b[kc]atholi\w*, \bmai?j\w*, \bma\w*eit\b	"""Keyserlijcke en Catholijcke"";""sijne Keijserlijke en Catholique"";""Keijserlijke en Catholique"""																
609	keizerlijke generaal	generaal	Krijgsmacht		Leger & Milities		Leger & Milities			liever uit elkaar halen	kw_rest	\bkei\w* *gener\w*	"""Keizerljke Generaals"";""keijserlijcken Generael"""																
298	kerkdienaar		Godsdienst		Religie		Religie				kw_kerk, kw_rest	\bkerk\w*dien\w*, \bkerc?kdien\w*	"""kerckendienaer"";""kerckendienaren"";""Kerckbedienden van Maastricht"""																
292	kerkmeester		Beroep		Religie		Religie				kw_kerk	kerkmeester\w*	"""Kerckmeesters"";""Kerckmeesters van St. Jan Steen"";""kerckmeesters"""																
568	keurvorst		Adel & vorstenhuizen		Adel & Vorsten		Adel & Vorsten				kw_edelen, kw_rest	keurvorst, \b[chk]+o?e?ur[fv]+\w*, \b[chk]+.{0,4}[nr][fv][uo]r\w*	"""heere Churfurst van Brandenburgh"";""Churvorst van Saxen"";""Heere Churfurst van Brandenburch"""																
805	kiezer		Politiek & bestuur		Politiek & Bestuur		Politiek & Bestuur				kw_rest	\bkiezers?\b	"""Kiezer"";""Kiezers"""																
397	kind		Familie status		Status & relaties		Familie				kw_id	\bkind\w*	"""kinderen van"";""kinderen"";""weduwe ende kinderen van"""																
474	kleermaker		Beroep		Handel, Nijverheid & Kunst		Handel, Nijverheid & Kunst				kw_beroep	\bkle\w*ma+kers?	"""Kleermaker"";""Meester Kleermaaker alhier in den Hage"";""kleermaker"""																
127	klerk		Politiek & bestuur		Dienstverlening		Dienstverlening				kw_beroep	[kc]lere?[ckq]+\w*	"""Clercq"";""Clercquen"";""Clerck"""																
792	klopper		Politiek & bestuur		Handel, Nijverheid & Kunst		Handel, Nijverheid & Kunst				kw_beroep	\bklop+ers?\b	"""Kloppers"";""vier Kloppers van het Generaliteyts kleyn Zegel"";""kloppers"""																
490	knecht		Beroep		Dienstverlening		Dienstverlening				kw_beroep	\bkne[gch]+t	"""knechten"";""knecht"";""Ruyteren ende knechten"""																
488	koetsier		Beroep		Dienstverlening		Dienstverlening			waarom tweemaal?	kw_beroep	\bkoets\w*, \b[kc]oetsie\w*	"""koetspaerden"""																
782	koetsier		Beroep		Dienstverlening		Dienstverlening				kw_beroep	\bkoets\w*, \b[kc]oetsie\w*	"""Coetsiers van"";""Koetsier"";""Coetsiers"""																
505	kok		Beroep		Handel, Nijverheid & Kunst		Handel, Nijverheid & Kunst				kw_beroep	\bkok	"""Kok"";""Koks"";""grooten Kok"""																
580	koning		Adel & vorstenhuizen		Adel & Vorsten		Adel & Vorsten			waarom driemaal?	kw_edelen, kw_rest	\b[ck][ao]nin\w{0,3}\b, \b[kc]\wning, \b[ck]oni\w{0,4}\b, \b[kc][eo][mn]in\w*	"""sijne Majesteyt den Koningh van Groot-Brittannien"";""sijne Majesteyt den Koningh van Pruyssen"";""sijne Majesteyt den Koningh van Vranckryck"""																
745	koning		Adel & vorstenhuizen		Adel & Vorsten		Adel & Vorsten				kw_edelen, kw_rest	\b[ck][ao]nin\w{0,3}\b, \b[kc]\wning, \b[ck]oni\w{0,4}\b, \b[kc][eo][mn]in\w*	"""Roij d'Espagne"";""Roij de la Grande Bretagne"";""Roij des Romains"""																
790	koning'		Adel & vorstenhuizen		Adel & Vorsten		Adel & Vorsten				kw_edelen, kw_rest	\b[ck][ao]nin\w{0,3}\b, \b[kc]\wning, \b[ck]oni\w{0,4}\b, \b[kc][eo][mn]in\w*	"""Roijd' Espagne"""																
509	kooplieden		Beroep		Handel, Nijverheid & Kunst		Handel, Nijverheid & Kunst				kw_beroep	[kc]oopl\w*, \b[kc]o+pl\w*, \b[kc]o+.{0,2}ieden\b	"""Coopluijden"";""Coopluyden"";""Coopluijden tot Amsterdam"""																
510	koopman		Beroep		Handel, Nijverheid & Kunst		Handel, Nijverheid & Kunst				kw_beroep	[ck]oopm\wn, \bkoop *ma\w*	"""Kooplieden te Amsterdam"";""Koopman te Amsterdam"";""Coopman tot Amsterdam"""																
511	koopvrouw		Beroep		Handel, Nijverheid & Kunst		Handel, Nijverheid & Kunst				kw_beroep, kw_id	\bkoopv\w*, \b\w*[fv]rouw\w*	"""Coopvaerdije"";""Coopvaerders"";""Coopvaerdie"""																
789	koorzanger		Beroep		Handel, Nijverheid & Kunst		Handel, Nijverheid & Kunst				kw_rest	\b[chk]+oor[sz]ang\w*	"""Choorzangers"";""Choorsangers"""																
513	kopermeester		Beroep		Handel, Nijverheid & Kunst		Handel, Nijverheid & Kunst				kw_beroep	\bko+perme\w*	"""coopermeesters"";""Coopermeester aldaer"";""Coopermeesters van Stolberch"""																
293	koster		Beroep		Religie		Religie				kw_kerk	\b[kc]oste\w*	"""Koster"";""Coster"";""Koster en Schoolmeester"""																
185	krijgsgevangene		Juridische status, Krijgsmacht		Justitie		(Juridische) status en Rechtspraak		P&J		kw_rest	\b[ckh]+r[ijy]+[chg]+s? *geva\w*	"""Crijchsgevangen"";""Fransche Kryghsgevangenen"";""Crijchsgevangenen"""																
202	krijgsknecht		Krijgsmacht	Landmacht	Leger & Milities		Leger & Milities				kw_ambt	\b[kc]r[yij]+[gch]+skn\w*	"""Crijchsknechten"""																
198	krijgsoverste		Krijgsmacht	Landmacht	Leger & Milities		Leger & Milities				kw_ambt	\b[kc]r[yij]+[gch]+so[uv]\w*	"""Gouverneurs ende Crijchsoversten"";""crychsouersten"";""heeren Crychsouersten"""																
226	krijgsvolk		Krijgsmacht	Landmacht	Leger & Milities		Leger & Milities				kw_ambt	\b[kch]+r[yij]+[gkch]*s?vol\w*, \b[kch]+rij[chgs]+e?[vbu]olk\b, \b[ck]r[ijy]+g?c?h?s[bv]ol\w*	"""Crijchsvolck"";""Crychsvolck"";""crychsvolck"""																
788	kroonprins		Adel & vorstenhuizen		Adel & Vorsten		Adel & Vorsten				kw_edelen	\bkroonprins	"""Kroonprins van Pruyssen"";""Kroonprins"";""Collonel Commandant van het Regiment van den Kroonprins"""																
787	kroonprinses		Adel & vorstenhuizen		Adel & Vorsten		Adel & Vorsten				kw_rest	\bkroon *prin[sc]+es\w*	"""Kroonprinces"";""Kroonprincesse van Muscovien"""																
786	kruidenier		Beroep		Handel, Nijverheid & Kunst		Handel, Nijverheid & Kunst				kw_rest	\b[kc]ru[ijy]+denier	"""Cruijdenier ende Vettewarier alhier inden Hage"""																
27	kruiser		geen hoedanigheid							GD: geen hoedanigheid	kw_rest	\b[ck]ruiss?er\w*	"""Cruijssers"";""Algiersche Kruyssers"";""particuliere Cruijssers"""																
784	kunstschilder		Beroep		Handel, Nijverheid & Kunst		Handel, Nijverheid & Kunst				kw_rest	\bkunstschil\w*	"""Kunstschilder"""																
750	kurkensnijder		Beroep		Handel, Nijverheid & Kunst		Handel, Nijverheid & Kunst				kw_beroep	\bkurc?ken?sn[ijy]+d\w*	"""Kurkesnyders hier te Lande"";""plaetsnyder"";""Kurkesnyders deeser Landen"""																
749	kwaaddoeners		Juridische status		Justitie		(Juridische) status en Rechtspraak		P&J		kw_id	\b[kwqu]+aa[dt]+doen\w*	"""Quaadtdoenders"";""Quaaddoenders"""																
136	landdrost		Politiek & bestuur	Regionaal	Politiek & Bestuur		Politiek & Bestuur				kw_ambt	\blan[dt]+dros\w*	"""Lantdrost"";""Landtdrost"";""Landtdrost van Zallandt"""																
563	landgraaf		Adel & vorstenhuizen		Adel & Vorsten		Adel & Vorsten				kw_edelen	lan\w*gra\w*	"""Heere Landtgrave van Hessen-Cassel"";""Lantgraeff van hessen"";""Heere Landtgrave"""																
412	landheer		Beroep, Juridische status		Adel & Vorsten		Adel & Vorsten				kw_edelen, kw_rest	\blan[dt]+he\w*, \blan[dt]+s? *hee\w*	"""Landtheer"""																
289	landloper		Juridische status		Justitie		(Juridische) status en Rechtspraak		P&J		kw_edelen	\blandt?l\w*	"""Vagabonden en Landloopers"";""Heydens en Landtloopers"";""Vagabonden en Landtloopers"""																
500	landman		Beroep		Landbouw, Scheepvaart & Visserij		Landbouw, Scheepvaart & Visserij				kw_edelen	\blan[dt]+man\b	"""Landman"";""Landtman"";""Lantman"""																
506	landmeter		Beroep		Dienstverlening		Dienstverlening				kw_edelen	^ *lan[dt]+ *mee?t\w*	"""Lantmeter"";""Landtmeter"";""Landmeeter"""																
748	landrentmeester		Beroep		Financiën		Financiën				kw_rest	\blan[td]+ren.{1,2}me\w*	"""Landrentmeester"";""Landrentmeester van het Overquartier van Gelderland"";""Lantrentmeester"""																
713	landsheer		Politiek & bestuur		Adel & Vorsten		Adel & Vorsten				kw_rest	\blan[dt]+s? *hee\w*	"""Landtsheer"";""Lantsheer"";""Landts=heer"""																
712	leenheer		Beroep, Juridische status		Adel & Vorsten		Adel & Vorsten				kw_kerk	\bleenhe\w*	"""Leenheer"""																
711	leidekker		Beroep		Handel, Nijverheid & Kunst		Handel, Nijverheid & Kunst				kw_id	\bleidek+er\w*	"""gesaamentlijcke Leydeckers Knechts van het Binnenhof"";""Meester Loodgieter, Leydekker en Pompmaaker alhier in den Hage"";""Leydeckers Knechts van het Hof"""																
476	leraar		Beroep		Onderwijs & Wetenschap		Onderwijs & Wetenschap				kw_beroep	\blee?raa?r\w*	"""Leeraer"";""Leeraar"";""Herder en Leeraar"""																
465	leverancier		Beroep		Handel, Nijverheid & Kunst		Handel, Nijverheid & Kunst				kw_beroep, kw_rest	leverancier\w*, \blee?vera\w*, \ble[uv]+era?n?c?ier\w*	"""Leveranciers"";""Leveranciers alhier in den Hage"";""Leeveranciers alhier in den Hage"""																
29	licent	ritmeester	??, geen hoedanigheid		Politiek & Bestuur					licentmeester (ontvanger in- en uitvoerrechten) en licentiaat (zal betrekking hebben op iemand met een graad in de Rechten)zijn verschillende dingen	kw_rest	\blicen\w*	"""Licent"";""Licentmeester"";""Licentiaet"""																
291	lid		Juridische status		Status & relaties		(Juridische) status en Rechtspraak		S&R		kw_rest	\blid?t?\b	"""lidt"";""Lidt"";""Lid"""																
709	lidmaat		Godsdienst		Religie		Religie				kw_new	\bli.{0,2}ma\w*	"""Lidtmaat"";""Lidmaat"";""Lidtmaet"""																
36	lidmeester	echtelieden	Krijgsmacht		Leger & Milities		Leger & Milities			is dit geen tekstherkenningsfout voor ritmeester?	kw_rest	\bli.{0,2}me\w*	"""Litmr"";""Litmeester"";""Litmr."""																
607	lieden	gijzelaar	??, Familie status		Status & relaties		(Juridische) status en Rechtspraak		S&R	echtelieden en armeluiden zijn iets anders. Splitsen?	kw_rest	\blu?ie?den\b	"""eghte Luyden"";""eghte Lieden"";""arme luyden"""																
190	lieutenant		Krijgsmacht	Landmacht	Leger & Milities		Leger & Milities				kw_ambt	lieu\w*, \bl[ieu]+ten\w*	"""Lieutenant"";""Lieutenant Generaal"";""Lieutenant Generael"""																
207	lieutenant-generaal		Krijgsmacht	Landmacht	Leger & Milities		Leger & Milities				kw_ambt, kw_rest, kws_qual	lieu\w*, \bl[ieu]+ten\w*, lieuten.*gener\w*, \bl[ieu]+ten.*gener\w*, \blie.ten\w* *-?gene\w*, -gener\w*	"""Le. Generael"";""Lientenant Generaal"";""Le: Generaal"""																
700	loodgieter		Beroep		Handel, Nijverheid & Kunst		Handel, Nijverheid & Kunst				kw_beroep	\bloo[td]+gie\w*	"""Loodgieter vande Vyver"";""gesamentlyke Knegts van den Lootgieter vande Vyver"";""Lootgieter"""																
708	lorrendraaijers		Beroep		Handel, Nijverheid & Kunst		Handel, Nijverheid & Kunst				kw_beroep	\blor+endr\w*	"""Lorrendrayers"";""Lorrendraiers"";""Lorrendraijers"""																
364	luikenaar		Geografie		Geografie		Geografie				kw_rest	\bluikena\w*	"""Luyckenaers"";""Luijckenaer"";""Luijckenaers"""																
209	maarschalk		Krijgsmacht	Landmacht	Leger & Milities		Leger & Milities				kw_ambt	\bmaa?rsch\w*	"""Maerschalck"";""maerschalck"";""Maarschalk"""																
707	magister		Beroep		Onderwijs & Wetenschap		Onderwijs & Wetenschap			wat is de context? Kan duiden op academische titel.	kw_rest	\bmagister\w*	"""Magister"""																
133	magistraat		Politiek & bestuur	lokaal	Politiek & Bestuur		Politiek & Bestuur				kw_ambt	\bmagistr\w*	"""Magistraat"";""Magistraaten"";""Magistraet"""																
13	maitre		Adel & vorstenhuizen		Adel & Vorsten		Adel & Vorsten				kw_edelen	\bmaitre\w*	"""Maitre"";""Roy Mon Maitre"";""Prince son Maitre"""																
577	majesteit		Adel & vorstenhuizen		Adel & Vorsten		Adel & Vorsten				kw_edelen, kw_rest, kw_zlast	ma[ij]es.{1,2}e.{1,2}t, \bmai?j\w*, \bma\w*eit\b, ^ *majest\w*	"""sijne Majesteyt"";""Sijne Mat"";""zyne Mat"""																
210	major		Krijgsmacht	Landmacht	Leger & Milities		Leger & Milities				kw_ambt, kw_rest	\bmajoo?r, \bma[ij]+oo?r\w*, \bmai?j\w*	"""Generaal Major"";""Major"";""Generael Major"""																
491	makelaar		Beroep		Dienstverlening		Dienstverlening				kw_rest	\bmaa?c?kela\w*	"""Makelaar"";""geswooren Makelaar op het Eiland Curacao"";""Makelaars"""																
599	man		Familie status		Status & relaties		Familie				kw_rest	\bman\b	"""man"";""Man"";""wylen haaren Man"""																
203	mareschal		Krijgsmacht	Landmacht	Leger & Milities		Leger & Milities				kw_edelen	\bmaresch\w*, \bmaa?res?cha\w{0,2}\b	"""Mareschal"";""Marechal"";""Mareschal de Chastillon"""																
706	marinier		Krijgsmacht		Leger & Milities	Landbouw, Scheepvaart & Visserij	Leger & Milities	Scheepvaart & Visserij			kw_ambt	\bmarini\w*	"""mariniers"";""Soldaten & mariniers"";""Soldaten ende mariniers"""																
595	markgraaf		Adel & vorstenhuizen		Adel & Vorsten		Adel & Vorsten				kw_edelen	\bmarc?kgr\w*, \bmar.{0,2}gra\w*	"""Marckgraue van Brandenburch"";""Marckgraue van Ausbach"";""Marggraue van Brandenburch"""																
592	markies		Adel & vorstenhuizen		Adel & Vorsten		Adel & Vorsten				kw_edelen	marc?[kq]u?i.?[sz]\b, \bmar[ckq]+u?i?e?[zs]\b	"""Heere Marquis de Pri√©"";""Heere Marquis"";""Marquis"""																
705	matelot		Krijgsmacht		Leger & Milities		Leger & Milities				kw_ambt	\bmatelot\w*	"""Matelots"";""matelots"";""Matelots Anglois"""																
704	mathematicus		Beroep		Onderwijs & Wetenschap		Onderwijs & Wetenschap				kw_ambt	\bmathemat\w*	"""Mathematicus"""																
540	matroos		Beroep		Landbouw, Scheepvaart & Visserij		Landbouw, Scheepvaart & Visserij				kw_rest	\bmatroo?[sz]\w*	"""matrosen"";""matroosen"";""Matroosen"""																
703	medeplichtige		Juridische status		Justitie		(Juridische) status en Rechtspraak		P&J		kw_rest	\bme+depli[chg]+t\w*	"""Meedepligtigen"""																
259	medestander		Juridische status		Justitie		(Juridische) status en Rechtspraak		P&J		kw_rest	\bmedestan\w*	"""medestanders"";""syne medestanders"";""borgen ende medestanders"""																
257	meerderjarige		Juridische status		Status & relaties		(Juridische) status en Rechtspraak		S&R		kw_rest	\bmeerderj\w*	"""meerderjaarige"""																
603	meester		??		Onderwijs & Wetenschap		Onderwijs & Wetenschap			wat is de context? Kan duiden op academische titel.	kw_rest	\bmeester\b, \bmeester\w*	"""Mr"";""Mr."";""meester"""																
35	meier		geen hoedanigheid				(Juridische) status en Rechtspraak		?	GD: geen hoedanigheid	kw_rest	\bme[ijy]+ers?e?n?\b	"""Meyer"";""Meyer van Meckenheim"";""Meyer van loeven"""																
673	mennoniet		Godsdienst		Religie		Religie				kw_rest	\bmen+on+is?e?t\w*	"""Mennonisten"";""Mennoniten"";""mennonisten"""																
532	metselaar		Beroep		Handel, Nijverheid & Kunst		Handel, Nijverheid & Kunst				kw_rest	\bmet[sz]ela\w*, mets+ela\w*	"""Meester Metselaar"";""Meester Metzelaar"";""Metselaar van Wapperom"""																
201	militair		Krijgsmacht		Leger & Milities		Leger & Milities				kw_rest	\bmil?li\w*	"""Militairen"";""Fransche Militairen"";""militairen"""																
702	mindere generaal		Krijgsmacht		Leger & Milities		Leger & Milities				kw_rest	\bmin\w* gen\w*	"""mindere Generaels"";""mindere generaels"";""minder Generaels"""																
270	minderjarige		Juridische status		Status & relaties		(Juridische) status en Rechtspraak		S&R		kw_rest	\bminderj\w*	"""alsnog minderjaarig"";""minderjaarige"";""Minderjaarigen"""																
701	mineur		Krijgsmacht		Leger & Milities		Leger & Milities				kw_edelen	\bmineurs?\b	"""Mineurs"";""mineurs"";""Mineur"""																
105	minister		Politiek & bestuur		Politiek & Bestuur		Politiek & Bestuur				kw_rest	\bmini\w*r\w*, \bmini?ste\w*, \bm[^a]{0,4}in?sters?\b	"""haar Hoogh Mogende Minister by den Rycksdagh"";""haar Hoogh Mogende Minister aan het Hof van"";""Ministers"""																
698	minnebroeder		Godsdienst		Religie		Religie				kw_beroep	\bmin\w*broe\w*	"""minnebroeders"";""Minnebroeders"";""minnebroeder tot Turnhout"""																
697	misdadiger		Juridische status		Justitie		(Juridische) status en Rechtspraak		P&J		kw_rest	\bmisda\w*	"""misdadigers"""																
300	missionaris		Godsdienst		Religie		Religie				kw_kerk	\bmission\w*	"""Missionarissen"";""Missionaris tot Eyndthoven"";""Paters Missionarissen"""																
521	molenaar		Beroep		Handel, Nijverheid & Kunst		Handel, Nijverheid & Kunst				kw_rest	\bmo+len\w*	"""Molenaar"";""Molenaer"";""molenaer"""																
262	momboir		Juridische status		Justitie		(Juridische) status en Rechtspraak		P&J		kw_rest	momboir	"""Momboir"";""Raad en Momboir"";""Raad en Momboir van den Hove geordonneert in het Overquartier van Gelderland"""																
339	monnik		Godsdienst		Religie		Religie				kw_rest	\bm[uo]nn?i?n?c?ke?n?\b	"""Monnick"";""Monnicken"";""Monick"""																
219	monsterheer		Krijgsmacht	Landmacht	Leger & Milities		Leger & Milities				kw_rest	\bmonsterh\w*	"""Monsterheer generael"";""Monsterheer"";""Monsterheer generael van"""																
696	moor		Geografie		Geografie		Geografie				kw_id	\bmo+re?n?\b	"""Mooren"";""Moor"";""mooren"""																
260	moordenaar		Rechtspraak, Juridische status		Justitie		(Juridische) status en Rechtspraak		P&J		kw_id	\bmoorde\w*	"""Moordenaar"";""Dieven, Moordenaars"";""Moordenaars"""																
360	moscovier		Geografie		Geografie		Geografie				kw_id	\bm[uo]sco\w*rs?	"""Moscovisch=vaerders"";""moscoviters"";""Moscovischvaerders"""																
683	muiteling		Beroep, Juridische status		Justitie		(Juridische) status en Rechtspraak		P&J		kw_beroep	\bmu[ijy]+teling\w*	"""Muitelingen"";""Muitelingen van het Oostindisch Compagnieschip Barbestein"""																
526	munter		Beroep		Financiën		Financiën				kw_rest	\bmunter\w*	"""valsche Munters"";""muntgesellen & munters"";""Munters"""																
407	muntmeester		Beroep, Politiek & bestuur		Financiën		Financiën				kw_ambt	\b[nm]unt?me?e?s?t?e?rs?e?n?\b	"""Muntmeester"";""Muntmeesteren deeser Landen"";""Muntmeesters deeser Landen"""																
451	muntsgezel		Beroep		Financiën		Financiën				kw_rest	munts?ge\w*	"""muntgeselle"""																
214	musketier		Krijgsmacht	Landmacht	Leger & Milities		Leger & Milities				kw_rest	\bmus[kcq]+eti\w*	"""musquettiers"";""Musquettiers"";""musquetten"""																
684	muzikant		Beroep		Handel, Nijverheid & Kunst		Handel, Nijverheid & Kunst				kw_beroep	\bmu[sz]+i[kc]+ante?n?	"""Musikanten"";""53Onder-Officiers, Musicanten, Gefreiten, Gemeenen &c"";""Musicant"""																
675	nabestaande		Familie status		Status & relaties		Familie				kw_id	\bnaa?s?t?besta\w*	"""naastbestaande Bloedvrienden van diergelyke Delinquanten"";""Naastbestaanden"";""Vrienden en Nabestaanden"""																
402	neef		Familie status		Status & relaties		Familie				kw_id, kw_rest	\bne+[fv]e?n?\b, \bnee[fv]+e?n?\b	"""sijn Neef"";""Neef"";""sijn Neeff"""																
685	neutralen		Politiek & bestuur		Politiek & Bestuur		Politiek & Bestuur				kw_rest	\bneutra+len?\w*	"""Neutralen"";""neutralen"";""Neutrale"""																
385	nicht		Familie status		Status & relaties		Familie				kw_id	\bnichte?	"""Schout by Nigt"";""Nigte van"";""Oom met sijn behuwd Nichte"""																
687	noordvaarder		Beroep		Landbouw, Scheepvaart & Visserij		Landbouw, Scheepvaart & Visserij				kw_beroep	\bno+r[dt]+s?va[ae]r?der\w*	"""Noortvaerders"";""Noortsvaerders"";""Noortvaerders nae Noorwegen"""																
32	notabele		Politiek & bestuur		Status & relaties		(Juridische) status en Rechtspraak		S&R		kw_edelen, kw_rest	\bnotab\w*, \bnotabel\w*	"""Notabelen"";""Notabelen van den selven Lande"";""notabelen"""																
406	notaris		Beroep, Rechtspraak		Dienstverlening		(Juridische) status en Rechtspraak		Dienstverlening		kw_ambt, kw_rest	\bnotar\w*, \w*taris\b, notari\w*	"""Notarissen"";""Notarisampt"";""notarissen"""																
338	nuntius		Godsdienst		Religie		Religie				kw_rest	\bnun[ct]ius\w*	"""Nuntius"";""Heere Nuntius"";""Nuncius"""																
96	officiant		Politiek & bestuur		Politiek & Bestuur	Religie	Politiek & Bestuur	Religie			kw_rest	\boffician\w*	"""Officianten"";""officianten"";""Officiant"""																
195	officier		Krijgsmacht		Leger & Milities		Leger & Milities				kw_rest	\boffici\w*r\w*, of+icier\w*, \bofficie[a-z]{0,3}\b	"""Officieren"";""officieren"";""Officier"""																
688	onder-ceremoniemeester		Politiek & bestuur		Politiek & Bestuur		Politiek & Bestuur				kw_kerk	\bcer\w*me\w*	"""Onderceremoniemeester"""																
682	onderconsul		Politiek & bestuur		Politiek & Bestuur		Politiek & Bestuur				kw_ambt	\bonder *consul\w*	"""Onderconsul"";""Onderconsul van"""																
253	onderdaan		Juridische status		Status & relaties	Geografie	(Juridische) status en Rechtspraak	Geografie	S&R		kw_rest	\bonderda\w*	"""Onderdanen van den"";""Onderdanen van"";""onderdanen"""																
74	onderdienst		Politiek & bestuur							GD: geen hoedanigheid	kw_rest	\bonderdien\w*	"""onderdienstich"";""onderdienstel"";""onderdienstlick"""																
569	onderkoning		Adel & vorstenhuizen		Adel & Vorsten		Adel & Vorsten				kw_edelen	\bonderkon\w*	"""Onderkoning"";""Onderkoningh"";""Onderkoning van Sardinie"""																
458	ondermeester		Beroep		Onderwijs & Wetenschap		Onderwijs & Wetenschap				kw_rest	\bonderm\w*	"""Ondermajor"";""ondermeester"";""ondermeester vande Latijnsche Schoole tot Maestricht"""																
249	onderzaten		Juridische status		Status & relaties	Geografie	(Juridische) status en Rechtspraak	Geografie	S&R		kw_rest	\bonder[sz]aa?te\w*	"""ondersaten"";""Ondersaten"";""zyne ondersaten"""																
689	ongerepatrieerde		Krijgsmacht		Status & relaties	Geografie	(Juridische) status en Rechtspraak	Geografie	?		kw_rest	\bongerep\w*ieerd\w*	"""ongerepartieerde"";""ongerepartieerden"""																
80	ontfanger		Politiek & bestuur		Financiën		Financiën				kw_ambt	\bon[rt]?[fv]an\w*, \bont.{0,2}ange\w*, \bontf\w*	"""Ontfanger"";""Ontfanger Generael"";""Ontfanger generael"""																
84	ontfanger generaal		Politiek & bestuur		Financiën		Financiën				kw_ambt, kw_rest	\bon[rt]?[fv]an\w*, \bont.{0,2}ange\w*, \bontf\w*, \bon\w*r \bgeneraal\b	"""Outfanger"";""Outfr. Generael"";""Ontsr Generael"""																
398	oom		Familie status		Status & relaties		Familie				kw_rest	\boom\b	"""Oom"";""sijn Oom"";""oom"""																
354	oostenrycker		Geografie		Geografie		Geografie				kw_id	\boost\w*kers?\b	"""Oostenrykers"";""Oostenrykers en Hollanders"""																
362	opgezetene		Geografie		Status & relaties	Geografie	(Juridische) status en Rechtspraak	Geografie	S&R		kw_rest	\bopge[sz]ee?t\w*	"""Opgezeten in der Groede"";""In- en Opgezeetenen"";""Opgezeetenen ten platten Lande"""																
86	oppasser		Politiek & bestuur		Dienstverlening		Dienstverlening				kw_rest	\boppas\w*	"""Oppasser van het Gestoelte van de Generaliteit in de Nieuwe Kerk alhier"";""Oppasser van het Gestoelte van haar Hoogh Mogende in de nieuwe Kerck alhier in den Hage"";""Oppasser van haar Hoogh Mogende Gestoelte in de nieuwe Kerck alhier"""																
